id,legal_name,doing_business_as_name,address,state,city,zip_code,ward,precinct,ward_precinct,police_district,latitude,longitude,location,location_precise,business_activity_array,business_activity_id_array,standardized_activities_array,osm_vicinity,osm_matched,osm_name,osm_activities,google_matched,name,google_address,website,phone_number,business_status
2818149-20220906,"A-KARRASEL GALEWOOD CHILDCARE, LLC","A-KARRASEL GALEWOOD CHILDCARE, LLC",5510 W FULLERTON AVE 1ST,IL,CHICAGO,60639,30.0,19.0,30-19,25.0,41.924116323,-87.763988202,"(41.9241163, -87.7639882)","(41.92411632290395, -87.76398820177914)","('Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm With Before and After School Programs',)","('821',)","('',)",False,False,False,False,True,A-Karrasel Child Care,5504 W Fullerton Ave,http://www.akarraselchildcare.com/,+1 773-637-1022,OPERATIONAL
2363942-20201116,"ROSAS CLEANING SERVICES, INC.","ROSAS CLEANING SERVICES, INC.",3923 W 58TH PL 1ST,IL,CHICAGO,60629,13.0,3.0,13-3,8.0,41.786760206,-87.721489924,"(41.7867602, -87.7214899)","(41.786760206423104, -87.72148992403642)","('Residential Cleaning Home Based Business',)","('752',)","('',)",False,False,False,False,False,,,,,
60020-20220716,L & G FAMILY RESTAURANT INC,L & G FAMILY RESTAURANT INC,10401 S TORRENCE AVE  1,IL,CHICAGO,60617,10.0,30.0,10-30,4.0,41.706308229,-87.559497956,"(41.7063082, -87.559498)","(41.70630822902978, -87.5594979563291)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,L & G Family Restaurant,10401 S Torrence Ave,https://www.toasttab.com/l-g-family-restaurant-10401-south-torrence-ave,+1 773-721-0811,OPERATIONAL
1904900-20220916,"SONI FOODMART, INC.",JOONY MART INC.,4947 N KEDZIE AVE 1ST,IL,CHICAGO,60625,33.0,14.0,33-14,17.0,41.971664423,-87.708417223,"(41.9716644, -87.7084172)","(41.97166442320152, -87.70841722312343)","('Retail Sales of Perishable Foods', 'Retail Sale of Tobacco')","('763, 77',)","('food', 'tobacco')",False,False,False,False,True,Joony Mart,4947 N Kedzie Ave,,+1 773-588-5256,OPERATIONAL
2595614-20220516,TANIA CUEVAS,TANIA CUEVAS,2219 N LOREL AVE,IL,CHICAGO,60639,36.0,25.0,36-25,25.0,41.921010939,-87.759593399,"(41.9210109, -87.7595934)","(41.92101093884377, -87.75959339922511)","('Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way',)","('769',)","('food',)",False,False,False,False,False,,,,,
2827740-20220419,FEMATT & FRAUSTOS BAKERY LLC,FEMATT & FRAUSTOS BAKERY LLC,4022 N MILWAUKEE AVE 1ST,IL,CHICAGO,60641,45.0,11.0,45-11,16.0,41.953781198,-87.748157754,"(41.9537812, -87.7481578)","(41.953781198133576, -87.7481577538393)","('Sale of Food Prepared Onsite With Dining Area',)","('781',)","('restaurant',)",False,False,False,False,True,FEMATT & FRAUSTOS BAKERY,4022 N Milwaukee Ave,,+1 630-328-3895,OPERATIONAL
2718429-20210416,"CITIZEN CANINE, INC.",CITIZEN CANINE,1358 W WEBSTER AVE 1ST,IL,CHICAGO,60614,2.0,22.0,2-22,18.0,41.921730357,-87.663137976,"(41.9217304, -87.663138)","(41.92173035651278, -87.66313797627465)","('Provide Animal Boarding Services', 'Provide Animal Day Care Services')","('608, 95',)","('animal_care', 'animal_care')",False,False,False,False,True,Citizen Canine,2205 N Southport Ave,http://www.citizencaninechicago.com/,+1 773-935-3853,OPERATIONAL
7045-20211116,423 LARAMIE INC,BELMONTE LIQUORS,5000-5002 W CHICAGO AVE 1ST #,IL,CHICAGO,60651,37.0,36.0,37-36,15.0,41.895073381,-87.750769239,"(41.8950734, -87.7507692)","(41.89507338102242, -87.75076923891397)","('Retail Sales of Packaged Liquor', 'Retail Sales of Tobacco and Flavored Tobacco Products')","('937, 77',)","('liquor_store', 'tobacco')",False,False,False,False,False,,,,,
2767374-20210114,"SKIN THERAPY BY NANCY, INC",SKIN THERAPY,1528 W MONROE ST 1 100,IL,CHICAGO,60607,28.0,,28-,,41.880296013,-87.665574774,"(41.880296, -87.6655748)","(41.8802960132895, -87.66557477413747)","('Skincare Services',)","('896',)","('beauty_salon',)",False,False,False,False,True,Skin Therapy By Nancy,1528 W Monroe St,http://www.skintherapybynancy.com/,+1 773-206-0318,OPERATIONAL
2549618-20210816,Good Beauty Llc,Good Beauty Llc,2777 N MILWAUKEE AVE,IL,CHICAGO,60647,35.0,,35-,,41.931734205,-87.711543106,"(41.9317342, -87.7115431)","(41.931734204785265, -87.71154310618438)","('Hair Services', 'Retail Sales of General Merchandise', 'Nail Services', 'Hair, Nail, and Skin Care Services')","('144, 904, 894, 89',)","('hair_care', 'store', 'nail_care', 'beauty_salon')",False,False,False,False,True,Good Beauty Hair Salon Chicago,2777 N Milwaukee Ave,https://www.goodbeautychicago.com/,+1 312-600-2777,OPERATIONAL
1475888-20210116,BLANCA SIMENTAL,MONDO BELLO HAIR SALON,2459 N CENTRAL AVE,IL,CHICAGO,60639,30.0,35.0,30-35,25.0,41.925716075,-87.765904796,"(41.9257161, -87.7659048)","(41.925716075492595, -87.76590479594593)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,Mundo Bello Hair Salon,2459 N Central Ave,,+1 773-804-9248,OPERATIONAL
2803052-20210812,SUNKU-SEN SUSHI INC.,GORILLA SUSHI WESTERN,4652 N WESTERN AVE,IL,CHICAGO,60625,47.0,,47-,,41.966347364,-87.688983646,"(41.9663474, -87.6889836)","(41.96634736406373, -87.68898364635334)","('Preparation of Food and Dining on Premise With Seating',)","('735',)","('restaurant',)",False,False,False,False,True,Gorilla Sushi Western,4652 N Western Ave,http://www.gorillasushiwestern.com/menu.html,+1 773-999-3493,OPERATIONAL
1243543-20211116,FERNANDO SAHAGUN,FERNANDO'S CAFE PLUS,4545 W DIVISION ST,IL,CHICAGO,60651,37.0,30.0,37-30,11.0,41.902331663,-87.740458945,"(41.9023317, -87.7404589)","(41.902331662977616, -87.74045894485229)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,False,,,,,
2876760-20221024,FATIMA MORALES,FATIMA MORALES,4100 S ASHLAND AVE INDOOR 500,IL,CHICAGO,60609,12.0,,12-,,41.819441426,-87.665375545,"(41.8194414, -87.6653755)","(41.81944142629576, -87.6653755449091)","('Retail Sales of Clothing / Accessories / Shoes',)","('911',)","('clothing_store',)",False,False,False,False,False,,,,,
1719159-20211216,NEIGHBORHOOD BOYS & GIRLS CLUB,NEIGHBORHOOD BOYS & GIRLS CLUB,2501 W IRVING PARK RD,IL,CHICAGO,60618,47.0,9.0,47-9,19.0,41.95389316,-87.690933468,"(41.9538932, -87.6909335)","(41.95389316007357, -87.69093346821148)","('Not-For-Profit Selling Raffles for Prizes of $50 or More',)","('720',)","('not_for_profit',)",False,False,False,False,True,NBGC Irving Park,2501 W Irving Park Rd,http://www.nbgc.org/,+1 773-463-4161,OPERATIONAL
2043470-20220716,DEAR SUB INC.,DEAR SUB,4749 W NORTH AVE 1,IL,CHICAGO,60639,37.0,43.0,37-43,25.0,41.909522452,-87.745608795,"(41.9095225, -87.7456088)","(41.90952245215142, -87.7456087945659)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,Dear Submarine,4749 W North Ave,https://www.toasttab.com/dear-subs-4749-w-north-ave/v3,+1 773-645-0100,OPERATIONAL
2284302-20210116,THOMAS MECHANICAL CORPORATION,Thomas Mechanical Corporation,7000 W NORTH AVE THIRD 3G,IL,CHICAGO,60707,29.0,,29-,,41.909061558,-87.800323679,"(41.9090616, -87.8003237)","(41.90906155798452, -87.80032367851652)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,False,,,,,
2688970-20210916,PURE PILATES CHICAGO LLC,PURE PILATES CHICAGO,833 W CHICAGO AVE 6TH 600,IL,CHICAGO,60642,27.0,1.0,27-1,12.0,41.89626551,-87.648961925,"(41.8962655, -87.6489619)","(41.89626550998868, -87.6489619254971)","('Fitness Classes',)","('926',)","('gym',)",False,False,False,False,True,Pure Pilates Chicago,833 W Chicago Ave,http://purepilateschicago.com/,+1 312-208-1603,OPERATIONAL
2431683-20220616,BOUNCE CHICAGO LLC,ACE BOUNCE,230 N CLARK ST LL,IL,CHICAGO,60601,42.0,9.0,42-9,1.0,41.886551612,-87.631141625,"(41.8865516, -87.6311416)","(41.88655161219518, -87.63114162542584)","('Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee', 'Consumption of Liquor on Premises', 'Preparation of Food and Dining on Premise With Seating')","('746, 638, 73',)","('amusement', 'bar', 'restaurant')",6250070145,True,AceBounce,['restaurant'],True,AceBounce,230 N Clark St,http://acebounce.com/,+1 773-219-0900,OPERATIONAL
2840136-20220616,KAREEM ABDUL-MUSAWWIR,KAREEM ABDUL-MUSAWWIR,221 N LA SALLE ST 38TH 3800,IL,CHICAGO,60601,42.0,10.0,42-10,1.0,41.886308568,-87.63231876,"(41.8863086, -87.6323188)","(41.886308567767294, -87.63231875970524)","('Preparation of License, Certificate or Permit Applications for Compensation Expediter Company', 'Business Consulting')","('737, 62',)","('business_consulting',)",False,False,False,False,False,,,,,
2511306-20210316,THE REGION LLC,THE REGION HANDCRAFTED HAMBURGERS,2057 W ROSCOE ST 1ST,IL,CHICAGO,60618,32.0,15.0,32-15,19.0,41.943080263,-87.680728428,"(41.9430803, -87.6807284)","(41.94308026293759, -87.68072842785375)","('Sale of Food Prepared Onsite With Dining Area',)","('781',)","('restaurant',)",8678141284,True,The Region,['fast_food'],True,The Region - Handcrafted Hamburgers,2057 W Roscoe St,https://www.theregionburgers.com/,+1 773-857-2874,OPERATIONAL
2548932-20210816,ENFUSION LTD. LLC,ENFUSION LLC,125 S CLARK ST  750,IL,CHICAGO,60603,42.0,,42-,,41.879988513,-87.630688841,"(41.8799885, -87.6306888)","(41.87998851304621, -87.63068884103124)","('Miscellaneous Commercial Services',)","('708',)","('miscellaneous_commercial',)",False,False,False,False,True,Enfusion,125 S Clark St,https://www.enfusion.com/,+1 312-253-9800,OPERATIONAL
2411878-20210916,"ACES SQUARE, INC.",TIGERLILIE SALON,4539 N WESTERN AVE 1ST,IL,CHICAGO,60625,47.0,42.0,47-42,19.0,41.964322771,-87.688624782,"(41.9643228, -87.6886248)","(41.964322770985525, -87.68862478233565)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,Tigerlilie,4539 N Western Ave,https://www.tigerliliesalon.com/,+1 773-506-7870,OPERATIONAL
2758091-20201202,CHICAGO AREA DESIGNS INC.,CHICAGO AREA DESIGNS INC.,2727 S LAWNDALE AVE,IL,CHICAGO,60623,22.0,,22-,,41.841686823,-87.71701278,"(41.8416868, -87.7170128)","(41.84168682283825, -87.71701278015497)","('Preparation of License, Certificate or Permit Applications For Compensation / Expediter Home Based Business',)","('738',)","('',)",False,False,False,False,False,,,,,
2704300-20220316,GUIOVANA MARISOL CAZARES,MONARCA TAX PROFESSIONALS & ACCOUNTING SERVICE,1920 W 47TH ST,IL,CHICAGO,60609,15.0,13.0,15-13,9.0,41.808632226,-87.673229737,"(41.8086322, -87.6732297)","(41.80863222640296, -87.67322973655484)","('Tax Preparation Services',)","('197',)","('tax_services',)",False,False,False,False,True,Monarca Tax Professional,1920 W 47th St,,+1 773-263-3816,OPERATIONAL
2125720-20211116,"STONY FUEL MART , INC.",CITGO FUEL & MINI MART,9145 - 9159 S STONY ISLAND AVE 1ST,IL,CHICAGO,60617,8.0,3.0,8-3,4.0,41.728330332,-87.58487326,"(41.7283303, -87.5848733)","(41.728330332359086, -87.58487325978832)","('Retail Sales of Perishable Foods', 'Retail Sale of Tobacco', 'Operation of a Fuel Filling Station')","('666, 763, 77',)","('food', 'tobacco', 'gas_station')",7965557111,True,Citgo,['convenience'],True,"Citgo Stony Fuel Mart, Inc",9155 S Stony Is Ave,,+1 773-768-3334,OPERATIONAL
2483617-20210216,"WAYWARD MACHINE COMPANY, INC.","WAYWARD MACHINE COMPANY, INC.",3230 S MORGAN ST 1 1,IL,CHICAGO,60608,11.0,19.0,11-19,9.0,41.835285964,-87.651221229,"(41.835286, -87.6512212)","(41.835285963691064, -87.6512212293362)","('Sale of Furniture',)","('900',)","('furniture_store',)",False,False,False,False,True,Chicago Wayward Machine Co, W 32nd Pl,,,OPERATIONAL
1649674-20201116,"J P FLOORING, INC.","J P FLOORING, INC.",5693 N NORTHWEST HWY,IL,CHICAGO,60646,45.0,23.0,45-23,16.0,41.985196006,-87.786093473,"(41.985196, -87.7860935)","(41.98519600580584, -87.7860934733308)","('Home Repair Services', 'Miscellaneous Wholesale')","('673, 92',)","('home', 'wholesale')",False,False,False,False,True,J P Flooring Inc,5693 N Northwest Hwy,,+1 773-467-8700,OPERATIONAL
2041635-20220616,"FOSTER SHELL MART, INC.",FOSTER SHELL,5155 N KIMBALL AVE 1ST,IL,CHICAGO,60625,39.0,43.0,39-43,17.0,41.975491677,-87.713409546,"(41.9754917, -87.7134095)","(41.97549167738373, -87.71340954570594)","('Retail Sales of Perishable Foods', 'Retail Sale of Tobacco', 'Operation of an Automatic Car Wash', 'Operation of a Fuel Filling Station', 'Retail Sales of General Merchandise and Non-Perishable Food')","('775, 627, 666, 763, 76',)","('food', 'tobacco', 'gas_station', 'store')",False,False,False,False,True,Shell,5155 N Kimball Ave,https://find.shell.com/us/fuel/10008831-5155-n-kimball-ave,+1 773-267-6337,OPERATIONAL
16144-20210316,SP PLUS CORPORATION,STANDARD PARKING CORPORATION,1814 W WARREN BLVD  OUTDO,IL,CHICAGO,60612,27.0,27.0,27-27,12.0,41.882409634,-87.672426801,"(41.8824096, -87.6724268)","(41.88240963429877, -87.6724268013047)","('Provide Parking Spaces For a Fee - Available and Advertised to the Public',)","('725',)","('parking',)",False,False,False,False,False,,,,,
2495-20210116,"ALPHA BAKING CO., INC.",ALPHA BAKING INC,4545 W LYNDALE ST,IL,CHICAGO,60639,36.0,37.0,36-37,25.0,41.921476388,-87.740393568,"(41.9214764, -87.7403936)","(41.921476388360794, -87.74039356752363)","('Wholesale Food Sales',)","('864',)","('food',)",False,False,False,False,True,Alpha Baking Co,4545 W Lyndale Ave,https://sjobs.brassring.com/TGnewUI/Search/Home/Home?partnerid=26635&siteid=5700&fbclid=IwAR24_TI0YHDRgB1j8YGTW3cZ4e5pQiPHU-fiw7rN6BOo89_0xMrcGomnb1E_aem_Aa3iBYfy-avLDbFUJxz_HWnMqpwSViPeNwDiMnTGRLBdPzswjEqbi1F7UO0FSYF1x7hOlZvPNEJw1wgJrEjFzEZFUBoqARd89nN6sF1AYt0Qq_pXciefkrXficcgMKrRXG4#jobDetails=727284_5700,+1 773-837-7258,OPERATIONAL
2621557-20220916,"AZAZA1, INC.",TRIM,2503 N LINCOLN AVE 1ST,IL,CHICAGO,60614,43.0,16.0,43-16,19.0,41.927400289,-87.651281449,"(41.9274003, -87.6512814)","(41.92740028897563, -87.65128144915147)","('Skincare Services', 'Provide Waxing Services', 'Retail Sales of General Merchandise and Non-Perishable Food')","('896, 956, 76',)","('beauty_salon', 'beauty_salon', 'store')",False,False,False,False,True,Trim Salon,2503 N Lincoln Ave,https://www.trimwax.com/,+1 773-525-8746,OPERATIONAL
2353796-20210616,"MAI'S HAIRPORT, LLC",MAI'S HAIRPORT,3103 S WALLACE ST,IL,CHICAGO,60616,11.0,42.0,11-42,9.0,41.837962212,-87.641264203,"(41.8379622, -87.6412642)","(41.83796221244922, -87.64126420313129)","('Hair Services', 'Skincare Services', 'Nail Services', 'Retail Sales of General Merchandise')","('896, 904, 894, 89',)","('hair_care', 'beauty_salon', 'nail_care', 'store')",False,False,False,False,True,Mai's Hairport,3103 S Wallace St,https://business.facebook.com/MaisHairport/,+1 312-612-2202,OPERATIONAL
2570148-20211216,AZUBI WIRELESS LIMITED,Boost Mobile,2357 W CERMAK RD,IL,CHICAGO,60608,25.0,,25-,,41.851922541,-87.685516978,"(41.8519225, -87.685517)","(41.851922541150934, -87.68551697804543)","('Retail Sales of Cell Phones and Accessories',)","('922',)","('store',)",False,False,False,False,True,Boost Mobile,2357 W Cermak Rd,https://www.boostmobile.com/locations/bd/boost-mobile-il-chicago-2357-w-cermak-rd-60608/?utm_source=google&utm_medium=lastmile&utm_campaign=0013000000AkJTtAAN,+1 773-254-9100,OPERATIONAL
2129306-20211216,"PETTY'S ACCOUNTING & TAX SERVICE, LTD","PETTY'S ACCOUNTING & TAX SERVICE, LTD",922 W MADISON ST 1ST,IL,CHICAGO,60607,25.0,,25-,,41.881826539,-87.650725357,"(41.8818265, -87.6507254)","(41.88182653851375, -87.65072535702457)","('Tax Preparation Services',)","('197',)","('tax_services',)",False,False,False,False,True,Petty's Accounting & Tax Services,922 W Madison St,http://www.pettystaxes.com/,+1 312-733-9170,OPERATIONAL
2738734-20220816,LIMITLESS CREATIVE COMPANY LLC,LIMITLESS CREATIVE COMPANY LLC,1338 W CERMAK RD 1ST AND 2ND,IL,CHICAGO,60608,25.0,,25-,,41.852541884,-87.660314023,"(41.8525419, -87.660314)","(41.85254188449348, -87.66031402316106)","('Miscellaneous Manufacturing',)","('929',)","('manufacturing',)",False,False,False,False,True,Limitless Creative,1338 W Cermak Rd,http://www.limitlesscreative.com/,,OPERATIONAL
2621880-20210716,"CITI TRENDS, INC.",CITI TRENDS # 729,3250 W ROOSEVELT RD,IL,CHICAGO,60624,24.0,,24-,,41.86649329,-87.707729687,"(41.8664933, -87.7077297)","(41.866493290306465, -87.70772968697685)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,True,Citi Trends,3250 W Roosevelt Rd,https://locations.cititrends.com/il/chicago/3250-west-roosevelt-rd.html,+1 773-826-6867,OPERATIONAL
2204330-20211116,"MATTHEWS ROOFING COMPANY, INC.",MATTHEWS ROOFING CO INC,3739 W NORTH AVE  1ST,IL,CHICAGO,60647,26.0,43.0,26-43,25.0,41.909831599,-87.720746775,"(41.9098316, -87.7207468)","(41.90983159923808, -87.7207467747347)","('Home Repair Services',)","('673',)","('home',)",False,False,False,False,True,Matthews Roofing,3737 W North Ave,https://www.matthewsroofing.com/,+1 773-276-4100,OPERATIONAL
6375-20210716,BENNIE H WILLIAMS,WASHINGTON HEIGHTS BARBERSHOP,859 W 103RD ST,IL,CHICAGO,60643,34.0,21.0,34-21,22.0,41.706785126,-87.645200924,"(41.7067851, -87.6452009)","(41.70678512649571, -87.64520092404057)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,Washington Heights Barber Shop,859 W 103rd St,https://brentin-cox.square.site/,+1 773-881-9031,OPERATIONAL
2637389-20210616,"Hostess Brands, LLC","Hostess Brands, LLC",2035 N NARRAGANSETT AVE,IL,CHICAGO,60639,29.0,,29-,,41.917558548,-87.785111426,"(41.9175585, -87.7851114)","(41.91755854786737, -87.78511142551264)","('Food Manufacturing',)","('663',)","('food',)",False,False,False,False,False,,,,,
2713547-20220416,"JVO, LLC",JVO,4021 N KENMORE AVE 2ND 2E,IL,CHICAGO,60613,46.0,,46-,,41.955115486,-87.656004488,"(41.9551155, -87.6560045)","(41.9551154856047, -87.65600448833293)","('Online Sales Home Based Business',)","('722',)","('',)",False,False,False,False,False,,,,,
2565055-20211116,ROSIO E MORENO,CARUSEL,4545 W DIVISION ST D27-28 J29-30,IL,CHICAGO,60651,37.0,30.0,37-30,11.0,41.902331663,-87.740458945,"(41.9023317, -87.7404589)","(41.902331662977616, -87.74045894485229)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,False,,,,,
2207138-20220116,"LUNA HEATING AND COOLING, INC.",LUNA HEATING & COOLING,3744 S HERMITAGE AVE,IL,CHICAGO,60609,12.0,30.0,12-30,9.0,41.825465901,-87.669192553,"(41.8254659, -87.6691926)","(41.82546590107065, -87.66919255280949)","('Home Repair Services',)","('673',)","('home',)",False,False,False,False,False,,,,,
2876719-20221024,PRO HANDY WORKS LLC,PRO HANDY WORKS LLC,205 N MICHIGAN AVE  810,IL,CHICAGO,60601,42.0,,42-,,41.88590606,-87.624371837,"(41.8859061, -87.6243718)","(41.885906059506326, -87.62437183736003)","('Home Repair / Handy Man Services',)","('1077',)","('',)",False,False,False,False,False,,,,,
2575390-20210716,FIRST ASCENT LLC,FIRST ASCENT HUMBOLT PARK,108 N STATE ST 1ST,IL,CHICAGO,60602,42.0,9.0,42-9,1.0,41.883422637,-87.628021652,"(41.8834226, -87.6280217)","(41.88342263701488, -87.62802165207536)","('Fitness Classes', 'Yoga Instruction')","('926, 92',)","('gym', 'health')",8416901711,True,First Ascent Block 37,['sports_centre'],False,,,,,
2528248-20210516,"HG MIDWAY, JV",SPECTACLES #1721,5700 S CICERO AVE  TC-14,IL,CHICAGO,60638,23.0,41.0,23-41,8.0,41.789329323,-87.741645644,"(41.7893293, -87.7416456)","(41.789329323265385, -87.74164564419637)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,True,Chicago News, ,,,CLOSED_TEMPORARILY
2827981-20220114,MARIAN ELATEEQ,BEST BARGAIN THRIFT STORE,6459 W ARCHER AVE,IL,CHICAGO,60638,23.0,,23-,,41.792186894,-87.784186549,"(41.7921869, -87.7841865)","(41.79218689434603, -87.78418654919427)","('Retail Sales of General Merchandise and Non-Perishable Food',)","('767',)","('store',)",False,False,False,False,False,,,,,
